Link,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=3a8003aa626ae7f6,웹 크롤링 경력직,서울 강서구,"연봉 35,000,000원 - 40,000,000원","<우대사항> - python, html 가능자 -컴퓨터 활용능력 우수자 -관련... 대학(2,3년)졸업 이상직무기술: 웹크롤링, 웹html, Python<우대사항>- python, html 가능자-컴퓨터 활용능력 우수자-관련 학과 전공..."
https://kr.indeed.com/viewjob?jk=03231b8a316c3238,Software Architect - HSV,경기도,,"skill in Python, are interested... joining our R&D team. Required skills: Python – 2+ years hands-on experience Linux..."
https://kr.indeed.com/viewjob?jk=55dc17f53402863f,디지털사업본부 백엔드 엔지니어 채용,서울 여의도,,"자격요건 - 경력 : 5년 이상의 웹/앱 서비스 백엔드 시스템 개발 경험 또는 이에 준하는 경험 보유자 - Python(Django, Flask) 개발 유경험자 - AWS 등 클라우드 환경 및 git 기반 코드 저장소를 사용..."
https://kr.indeed.com/viewjob?jk=424c40da403d9398,금융공학연구 신입/경력/병역특례 채용,서울 여의도,,"Data Science 프로젝트 경험 Big Data에 대한 분석능력( Python, R, Excel, Tableau 등) DevOps (신입/경력... AICPA/FRM 자격증 우대 Python/R/VBA/SQL 등 코딩 개발..."
https://kr.indeed.com/viewjob?jk=d3ba3c4da97b00c3,"Senior Engineer, Firmware Engineering",서울,,"required • Strong programming knowledge & debugging skills in Python, C and C++. • Understanding of firmware algorithms used..."
https://kr.indeed.com/viewjob?jk=269f9a96319ef19a,머신러닝 엔지니어 모집,성남 판교역,,"델의 성능 검증 및 지속 개선 대규모 로그 데이터 통계 분석을 통한 피쳐 추출 지원자격 #필수사항 Python, Java, C++ 등 언어 중 하나 이상 활용 가능하신 분 TensorFlow/Keras, PyTorch..."
https://kr.indeed.com/viewjob?jk=54bfc6412389e088,신입 및 경력직원 채용[금융공학연구소],서울 영등포구,,"전공자 ㆍ금융상품 평가에 대한 이해 및 방법론 개발 역량 ㆍ파생상품 평가모형 프로그래밍 경험 (C/C++, Python 등) ㆍ우대 조건 - 석사학위 이상 소지자 - 리서치 능력 보유자 전형절차 및 일정 서류접수 01..."
https://kr.indeed.com/viewjob?jk=a0dda478567db352,"(주)트윔 개발자(경력직) 빅데이터,영상처리,머신비전/AI 딥러닝",경기도 화성,,"자기주도적으로 진행한 경험 - Python/C/C++ 능통자 - 데이터... RNN 등 딥러닝 이론 및 알고리즘 유경험자 - C/C++, Java, Python/TensorFlow/Caffe 사용가능자 - Matlab/R 분석..."
https://kr.indeed.com/viewjob?jk=b0e39e829a425353,카카오 광고 최적화 연구 및 개발,성남 판교역,,"활용한 어플리케이션 개발 지원자격 하나 이상의 프로그래밍 언어에 익숙한 분 (C/C++, Java, Python, Go, Scala 등) [알고리즘 개발 업무 관련 지원 경우] 데이터 마이닝 또는 머신러닝 지식/경험이..."
https://kr.indeed.com/viewjob?jk=2165954253e0cd92,채용전제형 인턴십 모집,서울 여의도역,,"금융투자분석사, CFA Level 1 이상 등 관련 자격 보유자 • 엑셀 VBA 프로그래밍, SQL Python, R 등 활용가능자 • 통계학, 머신러닝, AI 관련 지식 보유자 리테일 영업지원 (기획, 지원..."
https://kr.indeed.com/viewjob?jk=a2143eabde775e66,시스템 엔지니어,서울 강남구,,"우대 사항】 • 컴퓨터공학 또는 전산학 관련 분야 전공자 • 리눅스 환경에서 스크립트 작성 및 코딩 기술 ( Python, Bash 등) 보유자 • GitLab, GitHub 등의 DevOps 플랫폼 기반 개발 경험자 【채용..."
https://kr.indeed.com/viewjob?jk=5500c694e2e58dc6,Data Center Operations Engineer,서울,,"vendors · Scripting skills - Bash, Python, Perl, etc. · Project coordination... 스크립팅 기술 - Bash, Python, Perl 등 보유자 · 프로젝트..."
https://kr.indeed.com/viewjob?jk=d39d5624bfcc6b01,인사분야 신입사원 모집,서울 역삼동,,"기획 • 전공무관 (상경계열 전공 우대) Trading • 전공무관 (상경/화공계열 전공 우대) • Python, VBA 등 코딩 능숙자 우대 재무(회계) • 전공무관 (재무관리/파생상품 관련 전공 우대) 구매..."
https://kr.indeed.com/viewjob?jk=267187e739a7cb8c,"Solutions Architect, Developer Acceleration",서울,,"tools and frameworks (e.g. C++, Go, Java, JavaScript, .NET, Node.js, Python, Ruby, Rust) and cloud-centric technology domains..."
https://kr.indeed.com/viewjob?jk=e48264065743d763,[(주)포이] app/web 개발자,대전 유성구,"월급 1,960,000원","JavaScriptㆍiOS( Swift ) / Android ( Kotlin )ㆍJava / python / C / C++ / C# 우대사항ㆍ프론트엔트 ( Vue.js, React.js, Jquery, bootstrap..."
https://kr.indeed.com/viewjob?jk=13c708cce79fc420,Battery Materials Product R&D Researcher,충청남도 천안,,"catalysis..etc - Knowledge in programming(visual basics, Python... access data base is a plus. - Expert knowledge..."
https://kr.indeed.com/viewjob?jk=9adbc290202846e1,[아이브릭스] 기업부설연구소 전문연구요원,성남 분당구,,모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머>자바스크립트|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
https://kr.indeed.com/viewjob?jk=e2fa403765553261,시스템 개발 분야 모집,서울 남대문로5가,,"지원서 접수가 확인되면 코딩테스트 메일 발송 예정(매주 월, 목) 직무 키워드 Linux, Java, Python, NLP, Machine Learning 담당 직무 11번가의 검색조직은 11번가 서비스에서의 자연어..."
https://kr.indeed.com/viewjob?jk=2be4f03697aa02f0,개발담당 국내 대형 엔터테인먼트그룹,서울특별시,,"퓨터공학과 또는 유관 전공자 우대) 2) 경력: 6년 이하 / 사원~대리급 3) 지원자격(필수) - PHP, Python 개발 & 운영 가능한 분 - Mysql, Linux, GIT 운영 가능한 분 - REST API 경험자..."
https://kr.indeed.com/viewjob?jk=e3f3b7e2103d9bc7,"웹개발, 백엔드 외 신입/경력 정규직",서울 강남구,"연봉 40,000,000원 - 50,000,000원",로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>PHP
https://kr.indeed.com/viewjob?jk=493122d0815580ac,식품그룹 AI 서비스 기획 과차부장급 경력채용,서울특별시,,"및 설계, 컨설팅 업무 채 용 분 야 [식품가공·농어업·광업][서버·네트웍·시스템운영] 키 워 드 식품가공/ Python/인공지능(AI)/빅데이터/데이터분석 고 용 형 태 정규직 모 집 인 원 0명 채 용 직 급 협의 후 결정..."
https://kr.indeed.com/viewjob?jk=36ae5f764253d121,AI 연구 MLOps,서울 서초구,,"training, Deployment System) Kubernetes GPU Cluster 관리 자격요건 Python, Golang 을 이용한 실무 개발 경험 Git 사용 실무 경험 3년 이상 Linux 인프라 세팅..."
https://kr.indeed.com/viewjob?jk=45ef50c3481fd92f,[신용리스크모델링 Intern] 개인 신용평가모형 개발 및 운영직(채용 연계형),성남 삼평동,,"Learning을 비롯한 최신 통계모형을 활용하여 신용평가모형을 개발하고 운영합니다. SAS, SQL, Python, R 등을 활용한 데이터 분석 능력이 필요하며, 데이터 분석 대회에서 입상한 분, 통계/수학/산업공학/상경계..."
https://kr.indeed.com/viewjob?jk=91795f7bd93d2a16,SW개발 및 기술지원 직원 (개발),서울 서초구,,"웹 UI 및 백엔드 개발 - Python, javascript, Linux... 장애인채용희망여부] 비희망 [병역특례] - 비희망 [기타 우대내용] python 프로그램 개발 경력 우대 인터넷·IT·통신·모바일·게임>네트워크·서버..."
https://kr.indeed.com/viewjob?jk=f862c821b0734933,[NAVER Cloud] Media 서비스 개발,서울,,"다양한 개발 경험 또는 Go, Python, C/C++등을 이용한 플랫폼... 가능하신 분 - Java, Kotlin, Golang, C, C++, Python, node.js, typescript 등으로 작성된 코드 및 프레임..."
https://kr.indeed.com/viewjob?jk=b6eea437d4af95fd,[더블유게임즈 자회사] 기획/디자인/개발/데이터분석,서울 강남구,,터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머>C#|인터넷·IT·통신·모바일·게임>응용프로그래머>Objective-C|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
https://kr.indeed.com/viewjob?jk=bd5b8c3a1ab99d3d,[NICE평가정보] CB솔루션 신입 및 경력 채용,서울 여의도,,"이상(4년제) 또는 졸업예정자('22.2월) ㆍ데이터 분석 역량 보유 (데이터 분류 경험, R, SAS, Python 등 다뤄본 경험) 우대요건 ㆍ3년 이상 관련 실무경력 보유자 ㆍ상경계열/통계/수학/산업공학/금융공학..."
https://kr.indeed.com/viewjob?jk=8e427bfa23c2365d,Machine Learning Engineer (LINE AI Services Lab),대한민국,,"있으신 분 Hadoop MR, Hive, Spark 등 대용량 처리 프레임워크 개발/사용 경험이 있으신 분 Python, Scala, SQL 등의 프로그래밍 언어를 사용할 수 있으신 분 해외 출장 및 근무에 결격 사유 없으신..."
https://kr.indeed.com/viewjob?jk=0558738baa7d2ead,상태 검사 기술 연구개발 엔지니어,대전 유성구,,"정보보기] 부분을 클릭하시면 확인하실 수 있습니다. [기타 우대내용] - 컴퓨터, 정보통신, 전자 등 관련 전공자- Python, c/c++ 등 프로그래밍 가능자 우대 전자·기계·기술·화학·연구개발>연구원·연구개발>전기·전자"
https://kr.indeed.com/viewjob?jk=ba6a0ebb6ad9cd18,IT 인프라 운영 도구 개발,성남 판교역,,"모니터링 시스템 Web 개발 - 경력 4년 이상 - Linux 환경(LAMP) 경력 3년 이상 - Python, Django, Javascript, PHP 경험 - 다양한 Front-end 프레임 워크 사용 경험..."
https://kr.indeed.com/viewjob?jk=bb1e9a32dd06df42,주식회사 데이터스트림즈 기술연구소 Java 개발자,성남 분당구,,기반 대용량 데이터 처리 경험 [우대사항] - Docker / K8s 에 대한 전반적인 이해 및 경험- Python 코드에 대한 이해- 빅데이터 플랫폼 운영 경험 프론트 앤드개발 직군 신입직 모집 - 데이터 가상화 솔루션...
https://kr.indeed.com/viewjob?jk=19c59c3049f2a32a,차량용 AVN SW 개발자 외 각 부문 신입/경력,서울 서초구,,게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>소프트웨어·하드웨어>소프트웨어|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신...
https://kr.indeed.com/viewjob?jk=0d6b12bb541bb8ca,"목동 컴퓨터 학원 코딩 강사 (정규직 및 계약직,경력무관)",서울 양천구,,"2,3년)졸업 이상 기타: [IT·문화·직업강사] - C, C++, Python 언어 수업 가능자 [교육상담·학원에이전트 ] - CS 마인드 보유자... 문화·직업강사]- C, C++, Python 언어 수업 가능자[교육상담..."
https://kr.indeed.com/viewjob?jk=f3814da45c7f7954,웹 프론트엔드 개발자,서울 서초구,,"ㆍ학력 : 무관 ㆍ나이/성별 : 무관 담당업무 ㆍ웹 프론트엔드 개발, 필수조건:(language: python, nodejs framework: react, django/flask), 우대 조건:(database..."
https://kr.indeed.com/viewjob?jk=ae185a03d7b8f71e,"사물인터넷(IoT) 개발, 메카트로닉스 외 신입/경력 정규직",수원 영통구,,"연구 빅데이터분석 및 AI개발 Python , WebRTC 프로그램개발... AI개발, Python / WebRTC프로그램개발 [우대사항] 전공계열: 공학계열 자격증: Python, Python 교육이수자, 빅데이터, 스마트공..."
https://kr.indeed.com/viewjob?jk=99b17cdf7773a816,Machine Learning Engineer - Korea,서울,,"Fluent with one or more programming languages including Python, Java, and Golang. Knowledgeable with production-level machine..."
https://kr.indeed.com/viewjob?jk=1b68c0bd75dbe08d,DGIST 고신뢰CPS연구센터 제1차 계약직 연구원 채용 공고,대구 현풍면,,"도계, 초음파센서 등의 신호 처리 기술 및 경험 Matlab 중급 이상 사용 능력 프로그램작성 능력 ( Python, C, C++ 등), 워드프로세서, 파워포인트 등 오피스 프로그램 사용 능력 급여수준 : 관련규정에..."
https://kr.indeed.com/viewjob?jk=88b9e644575c5b0c,웹/앱 사이트(채널) 운영 담당자 모집,서울 연건동,,"경험을 가지신 분 - 데이터 기반 의사결정 경험을 가지신 분 - 능동적으로 일하시는 분 - (우대) SQL, Python 등을 활용한 데이터 분석 능력을 보유하신 분 - (우대) 유관업무 유 경험자 제출서류 • 이력서..."
https://kr.indeed.com/viewjob?jk=75c348600e4ba140,국내 대기업 - 고객 데이터분석 포지션,서울,,"도출 경험자 - 데이터 분석 지식 및 분석 Tool((SQL, R, Python 등) 사용가능자 - 고객 Segmentation 및 타겟마케팅 실행... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=894d093b2c1aa53c,빅데이터 시스템 담당자 채용,서울 중학동,,"운영(MLOps) 등 SW 개발 및 데이터 처리 업무 경험 2년 이상 - SW 개발 능력을 보유하신 분 ( Python/Java 등, SQL) - Linux 계열 시스템 운영에 대한 이해도가 있으신 분 우대사항 - 금융..."
https://kr.indeed.com/viewjob?jk=59a4f9e47cd05bf6,Software Engineering Director,서울,,"Server, Ubuntu Desktop, and IoT. We prefer to work in Golang, Python and Rust, but we touch many languages as part of Ubuntu..."
https://kr.indeed.com/viewjob?jk=918468d6e12a17e8,네트워크 엔지니어링,성남 판교역,,"관리 도구 개발/운영 - 관련학과 졸업 후, 경력 3년 이상 - 리눅스 환경 개발 경력 2년 이상 - Python, Django, Javascript 관련 개발 경험 - CCNA 또는 JNCIA 이상의 자격증 보유..."
https://kr.indeed.com/viewjob?jk=466992d62124002a,펌웨어 개발 경력직,서울 송파구,,스템프로그래머>임베디드(Embedded)|인터넷·IT·통신·모바일·게임>시스템프로그래머>사물인터넷(IoT) 개발|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
https://kr.indeed.com/viewjob?jk=68d62221f2d26c0e,(주)웨이브웨어 2021 년도 신입사원 (프로그래머),대전 유성구,"연봉 25,000,000원 - 30,000,000원","유경험자 - keras/theano/tensorflow 유경험자 - python, java 유경험자 - lwjgl/jogl 을 이용한 OpenGL... tensorflow 유경험자 - python, java 유경험자..."
https://kr.indeed.com/viewjob?jk=d2ec77080face34b,딥러닝 영상처리 소프트웨어 개발자,강원도 춘천,,"이해 - C++ , Python 프로그래밍 가능 - Competition... 요건]- 컴퓨터비전 및 딥러닝 이론에 대한 전반적인 이해- C++ , Python 프로그래밍 가능경력사항: 신입, 경력(연차무관)학력사항: 대학교(4..."
https://kr.indeed.com/viewjob?jk=c5c6ebe82bf299da,[전액무료] IT취업 JAVA기반 프론트엔드&백엔드 개발 국비교육생,서울 종로구,,통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임... 데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷...
https://kr.indeed.com/viewjob?jk=95929d1cd7077dfd,네이버 클라우드 플랫폼 기술지원,성남 삼평동,,"클라우드 서비스 운영 경험 (AWS, Azure, KT Cloud 등) - Shell Script, Python 활용 가능 - 국가보훈대상자 및 장애인은 법령에 의거 우대 (※입사지원 시 보훈/장애사항 체크 필수..."
https://kr.indeed.com/viewjob?jk=919f3e5da2efbc55,머신러닝/딥러닝 모델 기반 음성인식 서비스 백엔드 개발자,서울 구로구,,통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임... 공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
https://kr.indeed.com/viewjob?jk=06ff66e12864a6b8,데이터사이언티스트 경력 채용,서울 천호동,,"인프라, 인력, 교육 등) ㆍ예측 모델링을 활용한 비즈니스 성과제고 및 지속적인 고도화 ㆍ통계용 언어(R, Python, SQL중) 개발 경험 ㆍ대규모 데이터 전처리 및 활용을 통한 인사이트 도출 경험 ㆍ통계기술 및 개념에..."
https://kr.indeed.com/viewjob?jk=9cb8324539546a71,Data Scientist,서울,,"년 이상) - 머신러닝 등 최신 알고리즘을 활용한 실제 비즈니스 문제 해결 경험이 필요합니다. - SQL, Python, R 등 통계 / 분석 프로그램을 능숙하게 다룰 수 있으신 분이 필요합니다. # 이런 경험이 있다면 더..."
https://kr.indeed.com/viewjob?jk=274bab0c5c8dd68e,데이터플랫폼 개발자 모집,서울 구로구,,웨어 API 서버 개발/운영 - 스케쥴에 의한 Batch 작업 스크립트 개발/운영 자격요건 - Java/ Python 중 1개 이상 프로그래밍 경력 3년 이상 - Unix 운영체제 기초 지식 및 Shell 개발 경험 3년...
https://kr.indeed.com/viewjob?jk=1748baa27965fdbf,"MVP 개발 엔지니어(서버, 웹프론트) (정규직, 계약직, 프리랜서)",대전 중구,,1년 이상의 서버 개발 경험 · 아래 옵션 중 하나의 기술 스택 사용 - JAVA기반의 Spring - Python 기반의 Django - Ruby 기반의 Rails 우대사항 · 팀단위로 프로젝트를 수주해본 적 있는...
https://kr.indeed.com/viewjob?jk=a82e3922c29d3373,관리직 경력사원 공개채용,서울 여의도,,"개발 • 경력 : 3년 이상 10년 이하 • 학력 : 학사 이상 / 전공무관 • 우대사항 - JAVA, Python, node.js, typescript 프로그래밍 경험자 - IoT 클라우드 플랫폼 또는 앱 서비스 개발자..."
https://kr.indeed.com/viewjob?jk=109c5533ffdaaa84,[DB금융투자] 2021년 하반기 신입사원 모집,서울 대치동,,"개선, 신규 서비스 기획 등 프로젝트 진행 전공 제한없음 ※ JAVA, Objective-C/Swift, Python 등 기술보유자 우대... 금융관련 자격증 보유자 우대 ※ 영어 능통자 우대 0명 서울 (여의도..."
https://kr.indeed.com/viewjob?jk=01b7140fd4e80f3b,Security/ASDL 경력인재 - 자동차 전장부품 우량대기업,서울,,바일·게임>응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>응용프로그래머>Android|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|전자·기계·기술·화학·연구개발>연구원·연구개발>커넥티드카소프트웨어기술개발
https://kr.indeed.com/viewjob?jk=6b8435bca1893031,Data Architect,서울,,"multiple platforms Programming languages, especially Python and Java, as well as C/C++ and node.js Operating systems..."
https://kr.indeed.com/viewjob?jk=d8e06b96d6bff36e,(주)아이옵스 항공우주분야,대전 유성구,,궤도역학[우대사항]ㆍ정보처리기사 등 관련 자격증 소지자 ㆍ인공위성 궤도분석 및 비행역학 유경험자ㆍC/C++/ Python 활용 가능자ㆍ영어 가능자 0 명 근무조건 고용형태 : 정규직(수습기간3개월)급여조건 : 급여 협의근무지역...
https://kr.indeed.com/viewjob?jk=7dbaa95d22eacd29,"웹개발, 백엔드 외 경력 정규직",울산 남구,"연봉 40,000,000원 - 50,000,000원","경력(4년 이상 ) 학력사항: 대학교(4년)졸업 이상 직무기술: 웹프로그래밍, 응용프로그램개발, JAVA, PYTHON 기타: ㆍ다양한 업무를 신속하게 이해하고 도식화 할 수 있는 분 ㆍ고객의 소리를 듣는 귀가 지혜 있는..."
https://kr.indeed.com/viewjob?jk=48e2c615b1351007,Super Compute Solution Architect,서울,,"libraries - Engineering working experience with C/C++, Python - Experience of Deep learning based application solutions..."
https://kr.indeed.com/viewjob?jk=db663a685a5019e5,글로벌 소셜 카지노 사업 PM (경력),대한민국,,"분 우대사항 - 소셜 카지노 장르를 비롯한 카지노 산업 전반에 대한 높은 이해도를 갖춘 분 - R, Python 등을 활용한 통계 분석이 능숙한 분 - 비즈니스 수준의 영어가 가능한 분 - 글로벌 비즈니스 관련 경험..."
https://kr.indeed.com/viewjob?jk=7735387bd2d97488,금융공학연구소 신입 및 경력직원 채용,서울 여의도,,"공자 2.금융상품 평가에 대한 이해 및 방법론 개발 역량 3.파생상품 평가모형 프로그래밍 경험 (C/C++, Python 등) 4.우대조건 ㆍ석사학위 이상 소지자 ㆍ리서치 능력 보유자 전형절차 및 일정 서류접수 .11..."
https://kr.indeed.com/viewjob?jk=28c1aeb3231ffc45,대졸자 취업 연계 과정 신입생 (10개월 과정),전주 덕진구,,통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임... 탈제어시스템|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터...
https://kr.indeed.com/viewjob?jk=cea8db2153898382,[서비스 플랫폼] 백엔드 엔지니어 (전문연구요원 가능),서울,,"이런 분을 찾습니다 Docker 기반 환경의 서비스 구축 경험이 있으신 분 Flask, Falcon 등 Python 기반 웹어플리케이션 서버 개발 경험이 있으신 분 RDBMS 또는 Elasticsearch 등을 활용한 시스템..."
https://kr.indeed.com/viewjob?jk=c41af20fbf0580eb,Solutions Architect,서울,,"experience with C/C++ or Java Scripting experience with Python, Ruby, Perl, Bash. Ability and flexibility to travel to work..."
https://kr.indeed.com/viewjob?jk=04751aa927de1b32,금융IT(UI/UX개발) 인재,대한민국,,"및 백엔드 개발) 및 모바일 환경 확장 - UI/UX개발 유경험자 - Python기반 프레임워크,(Django등)를 이용한 웹서비스 개발 2) 자격... 보유 인재 - mysql, Python, 유경험자 (우대사항) - 영어능..."
https://kr.indeed.com/viewjob?jk=2485e93043545d8a,인간중심 지능형 시스템 연구실 위촉연구원,광주 북구,,"및 인간 대상 연구 수행) 공학 학사학위 이상 C#기반 SW개발 가능자 우대사항 ① 이외 개발언어 ( Python, C++, JAVA, MFC, QT 등) 기반 SW(앱/웹 포함) 개발 가능자 ② 인간대상연구 경험자..."
https://kr.indeed.com/viewjob?jk=27f1fd44afefb4aa,[인재 POOL 등록] 개발자 상시채용,서울 구로구,,에 대한 이해와 사용 능력이 우수하신 분 [DevOps 개발자] -경력 2년 이상 -Java/Kotlin/ Python/Golang 개발환경 경험이 있으신 분 -Linux 환경의 서비스 경험이 있으신 분 -새로운 환경을 익히...
https://kr.indeed.com/viewjob?jk=a08967d54e647134,그룹웨어 품질관리(QC) 수시채용,용인 죽전동,,로세스 경험 - 테스트 설계 기법을 이용한 TestCase 작성 경험 • 우대사항 - 개발 경험 2년 이상 - Python을 이용한 자동화 도구 개발 경험 - ISTQB 테스트 관련 자격증 다우디지털스퀘어 (용인시 수지구...
https://kr.indeed.com/viewjob?jk=155996bae21250a5,"[Robotics] Robotics Software Engineer, Sensor System",서울,,"기술 분야의 학사 이상 학위 ㅇ 로봇 센서 시스템 디자인 혹은 센서 처리 모듈 개발 및 최적화 경험 ㅇ Python/C++ 활용 능숙 ㅇ ROS/ROS2를 활용한 개발 경험 ㅇ Ultrasonic, 2D/3D camera..."
https://kr.indeed.com/viewjob?jk=1d2b22a2bcd3256f,[AI/Lab] AI 백엔드 엔지니어 (마케팅 분야_전문연구요원 가능),서울,,"으로 마케팅 인사이트 도출 – 보유하고 있는 빅 데이터를 활용하여 마케팅 인사이트 도출 이런 분을 찾습니다 Python 프로그래밍에 능숙하신 분 DB, 통계, 컴퓨터 기반 기술에 대한 이해를 가지신 분 이런 분은 더욱 좋습니..."
https://kr.indeed.com/viewjob?jk=68c8407269e490ee,Data Engineer 경력사원,서울 강남구,,프로젝트 (예정)[자격요건]- 업무 관련 3년 이상의 경력 혹은 그에 준하는 경험이 있으신 분- Julia / Python / R 중에서 자신 있는 프로그래밍 언어가 있는 분- 하나의 데이터도 놓치지 않고 꼼꼼하게 관리할 수...
https://kr.indeed.com/viewjob?jk=642f5ec9db0c61b7,Sr. Software Engineer - ACR/DAI,서울,,"following programming languages: C/C++, Python, Go Knowledge in network and multi... 언어에 대한 경험: Python, Go, Java, Javascript..."
https://kr.indeed.com/viewjob?jk=60d2552a901c0851,"Security Consultant, Professional Services",서울,,"skills, eg. Python, Node.js, Javascript... 하거나 인프라에 배포해 보신 실무 경험 -스크립팅 언어 사용 기술 ( Python, Node.js, Javascript, PowerShell, Bash..."
https://kr.indeed.com/viewjob?jk=560e023c83a9bb6c,"Technical Operations Manager, Premium Support",서울,,Programming in one or more... following languages - Java/ Python/ Ruby/ .NET/ Android/ iOS · Must have excellent oral...
https://kr.indeed.com/viewjob?jk=b71a0a39cafc452c,신입 및 경력직원 채용[금융공학연구소],서울 여의도,,"전공자 ㆍ금융상품 평가에 대한 이해 및 방법론 개발 역량 ㆍ파생상품 평가모형 프로그래밍 경험 (C/C++, Python 등) ㆍ우대 조건 - 석사학위 이상 소지자 - 리서치 능력 보유자 전형절차 및 일정 서류접수 01..."
https://kr.indeed.com/viewjob?jk=e5aa725f930d6b32,Data Engineer,서울 강남구,,"년 이상의 데이터 엔지니어 업무 경험이 있는 분특정 프로그래밍 언어( Python, Scala, Kotlin, Go, ...)를 능숙하게 사용하시는 분... 통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=6825074ac2d6f4ad,[INEEJI 인공지능연구소] AI 예측 전문기업 개발팀원,성남 분당구,,INEEJI 인공지능연구소] 예측 서비스 AI엔지니어 모집(경력)- 인공지능기반 시계열 예측 서비스 개발( Python/TensorFlow등 기반)[근무부서 및 직급/직책]근무부서: 인공지능연구소직급/직책: 사원 [자격요건...
https://kr.indeed.com/viewjob?jk=6141229c69b83068,Web Front-end 개발자,서울 서초구,,"Java Script, MariaDB 개발 플랫폼 : Visual Studio Code 우대 사항 : Python, Golang, RESTful API, Node.js, CSS, Docker, AWS, Azure, GCP..."
https://kr.indeed.com/viewjob?jk=6531d039395a3ffe,"토탈제어시스템, 임베디드(Embedded) 외 신입/경력 인턴",광주 광산구,,"개발에 참여할 많은 분들의 도전을 기다립니다. 2. LabVIEW, Python 가능자 우대 엔아이스퀘어 토탈제어시스템, 임베디드(Embedded... 니다. 2. LabVIEW, Python 가능자 우대 [우대사항] 전공..."
https://kr.indeed.com/viewjob?jk=5d2f994752ec7178,Digital Design Engineer,서울,,"Working knowledge of high level modeling/scripting tools like Python, Simulink, Matlab, or similar Expertise with mixed..."
https://kr.indeed.com/viewjob?jk=b99fdac1ecbccb28,(주)엘솔루 음성인식팀 개발직,서울,,인터넷·IT·통신·모바일·게임>응용프로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|무역·영업·판매·매장관리>기술영업>SI(Solution·System)|무역·영업·판매·매장관리>기술영업...
https://kr.indeed.com/viewjob?jk=6718bba08ef6e20b,모바일 앱 보안 솔루션 개발부문,서울 용산구,,"Android/iOS 모바일 앱 보안 제품입니다. - 앱수트는 C, Python 등을 통해 주로 개발합니다. - 앱수트 제품군에는 위변조 방지, 난독... 2) - Objective C, Python, C언어, Swift 개발..."
https://kr.indeed.com/viewjob?jk=4bad35c51c680707,클라우드 보안 서비스 담당자 [경력],서울 강남구,,포함한 TCP / IP 프로토콜 스택 및 OSI 모델의 실제 응용 프로그램에 대한 깊은 지식- Linux 기술- Python / Shell 프로그래밍을 활용한 작업 자동화 및 도구 개발 가능자 우대사항 영어 / 중국어 가능자...
https://kr.indeed.com/viewjob?jk=97149a18aa559dfc,주식운용본부,서울 여의도역,,"식운용, 리서치 경험자 - 계량 리서치, 퀀트 모델링 경험자 - 프로그래밍 가능자 (SQL, VBA, R, Python 등) ※ 회사에서 정하는 범위 내에서 수습기간을 적용할 수 있음 ※ 「국가유공자 등 예우 및 지원에 관한..."
https://kr.indeed.com/viewjob?jk=7fb9d769a987ab66,[(주)유니트론텍] Embedded S/W 개발 엔지니어,서울 강남구,,통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임... 로그래머>자바스크립트|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>시스템프로그래머>임베디드(Embedded...
